0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
-0.872506759,0.533822475,-0.952497389,0.528070205,0.621244597,0.808727919,-1.496719455,-1.402781469,0.15367685,-0.529431318,0.086760136,-1.241297141,-0.703676653,0.036397853,-1.10899465,-0.421889546,0.877740692,0.747687803,0.872830685,-0.136958898,0.327463517,0.176733956,0.167420033,-0.224089563,1.975604073,-0.325362173,1.078444893,2.144786045
-0.6231842,-2.199313697,0.103940548,-1.270667577,-1.139961258,-1.968477438,-1.099090271,0.582283247,-1.882842724,0.003777662,0.507999355,0.581113646,-0.38233639,1.213632961,-0.669602996,-0.42672713,0.52598379,0.49650494,0.911963528,2.35388691,-1.353612579,1.450626719,-1.197557848,-1.884561543,1.070803345,0.182698506,-2.65516262,-0.05292598
0.45961315,1.840989752,-0.015461016,0.375822131,-1.751059441,1.734448119,0.249051702,0.75598583,-1.102141843,-0.03576041,-0.323101834,0.885776135,2.589557284,1.225981634,1.053791461,0.652967834,0.236630891,0.546962861,0.714442653,-0.008315608,0.01430841,0.224066805,0.930731883,1.232835673,-0.954062929,-1.074704244,0.147919629,0.625416322
1.369735726,0.356297317,-2.264415743,-0.582781215,-1.106192821,-1.276851661,-0.678084613,-0.058132411,-0.670461396,0.580672595,1.468023768,-0.403625221,1.553426193,1.17274439,-0.04372435,-1.12285725,-2.374001965,-0.470716331,-0.275160275,0.030568322,0.15762314,-0.150298751,0.763605351,-1.340346874,1.003964542,0.530995767,-0.296622399,-0.532745748
-1.052721317,0.607444703,-0.710013915,0.493227127,0.493941476,-0.171540547,1.028626709,1.243696244,-1.093416185,0.678747455,0.877354665,-0.792682817,-0.624019454,1.781137485,1.047545151,0.233261516,-0.328667956,-0.78492535,0.089270972,0.217289595,-0.806503097,1.572228654,-0.047019119,0.372086713,0.353854694,-1.199338842,-0.137754597,1.683291176
0.026288914,-0.046499538,-0.058400571,-0.02705571,1.298433584,0.78802349,-0.04550105,-0.796420269,-0.874469638,-0.25845195,-0.127496057,0.266749961,0.969361938,-0.022385269,-0.747193059,0.450849653,-0.306147653,0.99808178,1.091134012,-0.62098241,0.718187659,-0.438387205,-1.138368801,0.698110816,0.672847426,-0.64370011,1.568132184,-0.282906665
1.217582208,0.701646052,0.984344371,0.417952906,0.997510316,0.93037996,-0.032779606,-0.057098755,-1.502863231,-0.462234313,-1.881454385,-1.574046686,-0.042695841,-0.222828295,-0.861582255,0.082557494,-0.937486692,-1.363385605,0.464487622,-0.12335076,0.244789784,0.415768608,0.006988558,0.083633154,-1.677164738,-0.415983715,0.504650965,-0.390999042
0.770828837,-0.191130835,-0.411295259,-1.564031807,2.120834402,-0.412837586,-0.827037747,-2.342195406,0.740889146,0.219771355,-0.614160621,-0.880610113,0.194107456,-0.889302057,0.406644404,0.102067835,-1.560032976,2.166321235,0.753079336,-0.166483848,0.271884903,0.396007019,0.028735512,-1.093301564,1.34255906,0.969571241,-0.710070445,1.02152629
0.762534693,-1.796988373,0.603597059,0.432494754,1.022299644,1.268138674,-0.185702787,-0.565248869,-0.355546478,-1.319319112,-0.362249723,-0.358885755,1.306254726,-1.343381118,0.541254442,-0.829464668,-0.119145301,-1.445763102,0.571740819,-0.596820071,-1.48535394,1.125773955,-0.254076083,0.301790541,-0.339705902,-1.366691646,0.067366553,1.745430026
-1.98857708,-0.756371324,1.548418594,-0.549890979,0.216728751,-0.464466982,0.532356955,0.402411911,-0.133526741,1.705870641,-0.207732881,-1.424585925,-0.831070498,1.567107783,0.50984655,2.105830396,0.618344805,-0.137549274,0.113245997,-0.050118009,0.025666085,0.830249628,0.286597224,0.681108876,-1.337815691,0.631403534,-0.783142537,-0.099453502
0.014267795,-0.346278671,-1.681624248,-0.625729413,0.729213385,1.1657451,-0.920419821,-0.546751535,1.298064596,-0.931693194,-1.372219246,1.135144903,0.141634213,0.340375889,0.00109892,-2.087903417,0.793181204,0.298699102,2.184739742,-0.462534055,-0.847572032,-1.747503833,1.005910615,-0.568628631,1.899996865,0.619410846,-0.731895667,-0.779022205
0.362147487,-0.281615711,0.755541837,-0.082117213,-0.236632745,-0.095223962,-1.403458596,1.450631385,-0.407529374,-1.026389332,0.962750628,-1.373066641,-0.225684407,0.396947435,0.138333127,-0.985222874,0.587827887,1.024203471,0.753231023,-1.443396364,1.544743335,1.651003318,-0.519546729,0.52880625,-1.03046049,-0.073697684,0.947462728,-0.976429393
1.4618945763886801,-0.21131649807926228,-1.131459313,1.4851693436199513,-0.06411941,-0.02825728485438211,-1.032116207,-1.108544643,0.361381371,0.9446159396153154,2.0989345760094715,0.190618592,0.715437502,-0.569101288,1.572507813,-1.045140326799741,0.3030506274734446,-0.669832478,-1.8231420943099745,0.8221144548063295,-0.846162965,0.952704318,-0.0007095329117006737,0.05220515848850875,-0.45624001,0.780393042,-0.732857069,-0.163795865
1.4392111597954889,0.49903397850498304,-0.69401092,1.864481368790948,-0.443140483,1.072232253710596,-3.073625375,-0.168640029,1.076663729,1.2750915342908133,-0.32515317489305384,-0.975099358,1.223003898,-0.785891064,1.830112906,0.5144642393255912,0.07797364265708706,-0.888976052,-0.4153073397477033,-0.15301747730751986,-1.119841102,0.224400685,0.23761389090726545,1.5200747813013493,0.500505738,1.627343716,0.295639007,0.348840808
0.926437475795489,-0.6557724804652024,1.347264011,-2.856623099209052,-0.666163823,-0.11201897584422152,0.356007106,-0.16071374,-0.168825167,0.8460219172908132,-0.583907028,0.780424985,1.898484332,0.380361643,0.948344799,-1.368181786674409,-0.1488992526364847,-1.045984378,-1.913758467,0.37327199413431894,0.843646219,0.96283133,0.6818088969072654,0.6149315361457216,1.420413176,0.087043433,-0.042042596,-0.176417518
-0.599194039550188,0.5004253561889499,-2.229210934,-1.4783428753420438,1.265108449,-0.2446645067851759,-0.460984747,0.086152322,-0.380064822,1.394144253553784,-0.750281234,0.106613929,1.304423625,-1.104991572,-0.294627673,0.9665306141802329,0.7158095116818132,-0.265852075,0.816859766,-0.9878810980777367,-0.022266543,0.076350526,0.2431357370794694,-0.0766043437022616,1.660310975,1.417207303,-0.562521673,-0.849280434
0.781829275,0.73180429,-0.344946785,-0.245666851,1.231353561,-1.388066796,-0.872304396,1.092845597,-0.217085231,0.330914217,-0.311777493,1.23445879,0.560566372,-0.137358152,1.855228157,0.172733644,-0.365267852,0.873662742,1.312165249,-0.874881982,-0.989315846,0.674011665,-0.060020593,0.590750131,-0.958841857,0.16602622,0.444382614,-1.305814696
1.909455643,-0.338006753,-0.607361786,-0.088958757,1.694518277,-1.605336808,-0.050046995,-1.497573044,-0.570697861,-0.019829457,-1.836045189,-0.725760306,-0.051079269,1.496276848,-1.366560649,-0.23988949,-1.360994491,-1.107826025,-0.32052714,0.323122398,2.507813934,0.741319724,0.209270637,1.058968413,-1.19373973,0.665360957,-0.813275431,2.226540431
-0.105950562,0.424737842,-0.12019702,1.047805918,-0.679405546,0.876991988,-0.044596453,1.122529754,1.008815186,-0.831517194,-0.436167637,1.197859142,-0.315118763,1.75776312,1.027683283,-0.794654162,-1.697413049,0.589374978,1.481254323,-0.173736894,-0.435408975,1.447150178,-1.624765248,0.785728315,0.620040072,-0.253540577,-0.37603962,-0.658391245
0.268629188,-0.448694249,0.43507993,0.82227526,1.228843702,0.783132633,-1.204767912,-0.988226424,-0.484873935,-2.018114449,0.209487044,2.01116098,1.931460217,0.319924383,-0.198960872,1.165480295,0.227804361,-0.733947252,1.00885413,-0.994449271,0.310579561,-0.647927314,0.357788354,-0.472756553,-0.211015223,-1.153319444,-0.412961551,1.319725518
1.591740296,-0.555781833,-0.413693521,-1.625115005,0.091364851,-0.193984868,-0.507306817,0.319229799,0.210986245,1.175120328,-0.612052501,-0.088618642,0.974374406,2.137034495,1.088700725,-1.484750133,-0.04219976,-0.41583186,0.140266789,-1.575172195,0.405655481,1.400924089,0.499198834,0.379822636,-0.623414375,-0.630937089,-2.314586594,-0.351318159
0.366617928,-0.169927895,-0.409954012,-0.400086464,1.766142753,0.172428909,-2.295289405,0.736076139,0.602182671,-1.573007702,0.248074899,-0.481222542,-1.404835641,1.020909875,0.053147252,0.785682134,0.966962988,0.044251922,1.696140795,0.769577493,-0.413853778,0.606601576,-0.71229722,-1.040794971,0.296467291,-0.557102839,-0.050759858,0.458344942
1.188350724,-2.295137747,0.405355028,0.528996875,-0.407687868,1.729934457,-0.489851028,1.364557071,-0.733520012,0.156482165,1.797277025,0.056089945,-2.149978832,-2.535983116,-1.952826121,1.264574356,-0.33714138,-0.051695721,-0.869745872,1.132272653,0.108383393,-0.952694394,0.059904833,0.881190084,-0.573561852,0.844381085,-1.527259131,0.145409917
-0.337360979,1.10194493,0.674431026,-0.264432237,1.293004518,-1.975622334,1.453575302,-1.026236392,-0.386686189,-1.00431921,-2.12575834,-0.394055227,1.231888985,-2.77083394,1.220162838,0.706208173,-0.844379696,-0.357874047,-1.512491291,-0.900902902,0.58596425,0.579350865,0.48361249,0.891804375,-1.985441502,-0.567514054,3.055936553,0.214150418
0.691727839,-1.749164806,-1.213525564,-0.088869283,-0.236512054,1.048584095,0.495251443,0.706194438,-0.43372513,0.622691649,2.665167325,0.562027535,0.366660894,-0.916709431,1.309774213,0.495904917,-1.637085884,-1.106787543,1.242916226,0.16635482,-0.058572087,0.343126804,1.047850388,-1.638307262,0.432059509,0.135489907,-0.793930118,1.229840205
-0.145523726,0.102978828,0.001574869,1.189293835,-0.659323739,-1.434376756,0.311622321,-0.615191536,-1.030123609,-1.632611244,0.456838563,0.863739875,-0.527749474,0.926050042,0.054971169,0.85691606,0.048161668,1.513514692,-1.577653015,0.199848069,1.886242669,-1.222037808,-1.210257078,-1.334195918,-0.437425105,1.032396991,-0.304598358,-0.164366624
-0.299270156,-2.080383341,0.141926714,0.277759921,-1.424468521,-0.708599525,1.401267696,0.682574222,0.693288272,-0.406478586,-1.653175527,0.036615808,-0.824154993,0.693075299,-0.364322887,1.645602571,1.502206959,-0.777570354,2.104892637,0.708356823,-0.046836401,0.7385743,-0.372007097,1.84254521,-0.952878709,-0.841964257,-0.539318404,-2.187625217
2.269205493,0.709330308,-0.159117029,-1.919987618,1.111721041,-0.340999192,-0.974614674,-0.759322735,-2.083683394,-1.472015356,-2.652725646,0.925065809,-0.906309561,-0.577869297,-0.331418341,-0.043217234,-0.420057046,1.085693999,0.631752484,-0.619455355,0.539576178,-0.695285696,0.553084854,-1.071778159,0.469064884,1.727393236,-0.753386919,-0.078641594
-0.268562981,0.629392987,0.078435581,-0.252374957,-0.103098817,-0.201998399,-1.347531331,-0.554088125,0.0020788,0.491265584,0.117661259,2.266544075,-0.283391092,-0.437696065,0.194464653,-0.225151209,-0.857376881,0.172234682,0.522450959,-0.051744064,-1.115302095,0.406594914,0.325343181,1.157225309,0.404495933,1.071992489,0.007788755,1.178712705
-0.379112202,-0.005455808,0.077946251,-1.313218236,0.049185437,0.473510316,1.822152269,0.594152535,-1.321557221,-0.396847719,0.618086565,-0.740617346,-1.070728276,-1.106436666,1.007952011,-0.807711862,-2.564055908,-0.595446363,-1.755766687,0.513585951,-0.52282003,-1.061311972,-0.399070595,1.110254134,-0.276912537,1.782767725,-0.211823158,0.306635706
1.333033237,-1.478716613,2.796783252,0.750322377,0.201259955,-0.138710646,-0.090201892,0.869975333,2.12581638,0.222259645,-0.69681402,1.0177698,0.775015443,1.270609309,0.310644691,0.526721393,-1.069120141,0.051730828,0.104793571,0.946605187,0.204070303,-0.686593695,0.374450018,0.854217942,0.273321382,-0.417795342,0.933759072,-0.514914177
0.955983442,0.704116717,-0.7887509,0.326854661,1.919631029,-1.213447391,0.432304066,-0.067034104,0.552155903,-0.295374935,1.488623422,1.061506569,1.2123593,-0.10045853,-1.198230975,-0.135082054,0.796141953,0.646724864,-0.154828426,-0.70310803,-0.71472412,0.216379465,1.957686783,-1.949255088,-0.927186032,-1.255764163,0.174433825,-1.02391802
